NOMBRE;DIRECCION;TELEFONOS;HORARIOS;TIPO_SERVICIO;X;Y
Agencia de Quinielas 01/005;Rio Negro 1540 Bis;25113794;Horario de atención del local;Recarga;573652.456130171;6137475.06492011
Agencia de Quinielas 01/015;Mercedes 1456;29153329;Horario de atención del local;Recarga;574437.354189814;6137345.05195263
Agencia de Quinielas 04/003;Cibils Cno. 5233;22040403;Horario de atención del local;Recarga;566752.98321871;6142298.17517475
Agencia de Quinielas 05/006;Laguna Julian 5477;23126732;Horario de atención del local;Recarga;569075.96685238;6144061.39610509
Agencia de Quinielas 05/014;Duque De Los Abruzos 579;27076776;Horario de atención del local;Recarga;572409.611660597;6143352.06043653
Agencia de Quinielas 06/025;Arce Liber(Gral.Prim) 3201;22223545;Horario de atención del local;Recarga;577979.417861872;6137793.43979968
Agencia de Quinielas 06/035;Gomez Juan Carlos 1495;23061392;Horario de atención del local;Recarga;572712.566532058;6137259.22098112
Agencia de Quinielas 13/019;San Martin Av. Gral. 3682;22037079;Horario de atención del local;Recarga;575356.24585915;6142453.26791021
Agencia de Quinielas 13/033;San Martin Av. Gral. 3494;24819780;Horario de atención del local;Recarga;575160.078797758;6142076.58183375
Agencia de Quinielas 15/017;Mayo Gutierrez, Ruta Cesar;097493333;Horario de atención del local;Recarga;570657.026394416;6152356.8514245
Agencia de Quinielas 15/024;Islas Canarias Av. 4256 Bis;23090505;Horario de atención del local;Recarga;572567.543211701;6143137.32095985
Agencia de Quinielas 15/034;Mazangano 671;27103830;Horario de atención del local;Recarga;572318.838738611;6143689.92531193
Agencia de Quinielas 16/003;Scoseria Dr. Jose 2695;29006143;Horario de atención del local;Recarga;577284.479259749;6136058.213511
Agencia de Quinielas 20/012;Gomez Tiburcio 1335 Bis;24107555;Horario de atención del local;Recarga;579007.590975783;6137512.0089929
Agencia de Quinielas 21/005;Diago Tomas 812;22160799;Horario de atención del local;Recarga;577453.566611661;6135894.96968935
Agencia de Quinielas 22/034;Acevedo Diaz 1663;23120381;Horario de atención del local;Recarga;576081.45308507;6138105.76100736
Agencia de Quinielas 22/046;Anador Av. Ramon 3854;22114186;Horario de atención del local;Recarga;579544.484486618;6138489.1065273
Agencia de Quinielas 56/026;De La Vega, Carlos 5111;23035296;Horario de atención del local;Recarga;569321.869300587;6143655.40913908
Agencia de Quinielas 06/038;Ameghino 4983;23053071;Horario de atención del local;Recarga;569266.216190881;6143005.71538344
Agencia de Quinielas 24/004;Centenario Av. 2753;23580534;Horario de atención del local;Recarga;577153.072655809;6138740.48802557
Agencia de Quinielas 24/005;Av. 8 De Octubre 3089;24345392;Horario de atención del local;Recarga;577360.395249952;6139667.46695763
Agencia de Quinielas 24/013;Garibaldi Av. Gral. 2809;095986857;Horario de atención del local;Recarga;576849.686827613;6138849.84330316
Agencia de Quinielas 29/021;Av Italia 3357;24877094;Horario de atención del local;Recarga;578450.705590093;6139209.1277409
Agencia de Quinielas 30/027;Nueva York 1654;24008450;Horario de atención del local;Recarga;574598.23950351;6138195.05318487
Agencia de Quinielas 31/010;Rio Branco 1361;23089648;Horario de atención del local;Recarga;573453.524433453;6137085.50107681
Agencia de Quinielas 38/015;Constituyente 1901;23558468;Horario de atención del local;Recarga;575360.776905577;6136952.86902176
Agencia de Quinielas 38/041;Av Gonzalo Ramirez 1479 Bis;22112634;Horario de atención del local;Recarga;574623.530388362;6136355.80780805
Agencia de Quinielas 39/006;Cerrito 519 Bis;22275427;Horario de atención del local;Recarga;572571.160103381;6137228.29236355
Agencia de Quinielas 39/029;Rincon 529;22228962;Horario de atención del local;Recarga;572649.870228641;6137049.7756377
Agencia de Quinielas 40/035;Paysandu 1749;23071676;Horario de atención del local;Recarga;574860.899252961;6137753.72142652
Agencia de Quinielas 42/017;Bv Jose Batlle Y Ordoñez 1999;22089172;Horario de atención del local;Recarga;578897.914041393;6139045.02359741
Agencia de Quinielas 43/018;Cibils Cno. 4940;23040993;Horario de atención del local;Recarga;566844.802681741;6141877.51715953
Agencia de Quinielas 45/020;San Martin Av. Gral. 3831;24002611;Horario de atención del local;Recarga;575555.991894699;6142718.7935498
Agencia de Quinielas 47/029;Vidal Fco. A. 665;23122804;Horario de atención del local;Recarga;577612.504206096;6135526.85267817
Agencia de Quinielas 48/023;Av Gral Flores 2676;24815663;Horario de atención del local;Recarga;574883.767505073;6140102.29206545
Agencia de Quinielas 49/003;Brasil Av. 2456;26006714;Horario de atención del local;Recarga;576684.169127615;6136950.29808036
Agencia de Quinielas 51/020;De La Boyada Cno Al Paso 2389;23056080;Horario de atención del local;Recarga;566860.578054762;6142160.31493059
Agencia de Quinielas 52/001;Av Dr Luis Alberto De Herrera 2597;29247540;Horario de atención del local;Recarga;577369.351421238;6139786.39360453
Agencia de Quinielas 52/007;Av Jacobo Varela  3629;22006890 097184096;Horario de atención del local;Recarga;576538.459918661;6141706.72386329
Agencia de Quinielas 53/004;Av Luis Batlle Berres 7089;24099362;Horario de atención del local;Recarga;565781.55850577;6145272.38804985
Agencia de Quinielas 55/004;Canelones 1599;24877094;Horario de atención del local;Recarga;574814.427760538;6136864.52612809
Agencia de Quinielas 55/011;San Quintin 4356;23089648;Horario de atención del local;Recarga;571030.770621616;6142993.98369629
Agencia de Quinielas 56/041;Marmol Jose 249;25136450;Horario de atención del local;Recarga;570573.419990546;6142571.64695521
Agencia de Quinielas 56/046;Ideario Artiguista 1831;29003759;Horario de atención del local;Recarga;565799.976412652;6146552.61729275
Agencia de Quinielas 57/040;Av Luis Batlle Berres 8721;27085086;Horario de atención del local;Recarga;562593.955785953;6147140.7530686
Agencia de Quinielas 57/048;Morales Ing. Carlos Ma. 920;23094910;Horario de atención del local;Recarga;574630.833705476;6136299.18619158
Agencia de Quinielas 61/025;Salto 1243;29001316;Horario de atención del local;Recarga;574711.973605857;6136904.84610935
Agencia de Quinielas 62/031;Arteaga Juan 3709;24096421 INT 643;Horario de atención del local;Recarga;575629.293033971;6142240.18754915
Agencia de Quinielas 70/007;Pereira Gabriel Antonio 3211;23094562;Horario de atención del local;Recarga;577912.548409544;6136604.64523215
Agencia de Quinielas 73/023;Molinos De Raffo 669;24816002;Horario de atención del local;Recarga;572082.341389679;6143856.92393743
Agencia de Quinielas 74/037;Brasil Av. 2668 Bis;22037896;Horario de atención del local;Recarga;577030.676609683;6136815.51844358
Agencia de Quinielas 74/041;Ellauri, Jose L. 782;096214319;Horario de atención del local;Recarga;577234.338020689;6135886.73169055
Agencia de Quinielas 76/004;Galicia 1346;24816394;Horario de atención del local;Recarga;574222.271549392;6137738.85089467
Agencia de Quinielas 76/030;Estivao 1901;23090472;Horario de atención del local;Recarga;578888.243428617;6138845.4747259
Agencia de Quinielas 80/020;Av Carlos Maria Ramirez 209;25075755;Horario de atención del local;Recarga;570829.43599744;6142494.47889715
Agencia de Quinielas 81/015;Mercedes 838;22008405;Horario de atención del local;Recarga;573198.659203978;6137239.26276236
Agencia de Quinielas 85/027;Guillapi 3651;27117033;Horario de atención del local;Recarga;575182.211700414;6142490.0761954
Agencia de Quinielas 91/014;Frugoni Emilio 1401;29161573;Horario de atención del local;Recarga;575255.634128552;6137277.02563858
Salon El Larra;Simon Dr. Fco. 2198 Bis;23033423;Horario de atención del local;Recarga;578016.856676599;6139248.32596558
Salon Natalia;Molinos De Raffo 454;24100443;Horario de atención del local;Recarga;571979.089912082;6143236.67326252
Agencia de Quinielas 56/007;Av Luis Batlle Berres 7676;24873698;Horario de atención del local;Recarga;564504.127224357;6146084.60979085
Agencia de Quinielas 51/013;Alvarez Ramom 4996;23140245;Horario de atención del local;Recarga;567618.939275164;6142109.94464823
Agencia de Quinielas 89/040;Mayo Gutierrez Ruta Cesar 2305;23210770;Horario de atención del local;Recarga;570935.272106651;6149635.16071992
Agencia de Quinielas 26/042;Juan Bonmesadri  Esq. Calle 3;23205386;Horario de atención del local;Recarga;570035.217490841;6148761.391437
Agencia de Quinielas 35/010;De Las Tropas O Uruguay;Abayubá;Horario de atención del local;Recarga;571195.75938433;6151656.67250345
Agencia de Quinielas 35/024;De La Paz A Mendoza;Abayubá;Horario de atención del local;Recarga;571517.987751193;6152824.30144597
Agencia de Quinielas 57/042;Uruguay Av. ;97107590;Horario de atención del local;Recarga;575169.052874201;6137948.49617655
Agencia de Quinielas 57/041;Arenal Grande 1662;24019660;Horario de atención del local;Recarga;575216.661030486;6137948.77034893
Agencia de Quinielas 42/003;Rio Branco 1511;29025625;Horario de atención del local;Recarga;573430.429032001;6137349.75228263
Agencia de Quinielas 60/043;Llupes Jose 6175;23125377;Horario de atención del local;Recarga;567812.375706386;6145113.97903549
Agencia de Quinielas 56/050;De La Vega Carlos 4557;23046118;Horario de atención del local;Recarga;570370.042585715;6142944.51624406
Agencia de Quinielas 77/020;De La Boyada Cno Al Paso 2033 Bis;23111811;Horario de atención del local;Recarga;567496.005253764;6142261.12452751
Agencia de Quinielas 05/010;Av Luis Batlle Berres 6449;23114508;Horario de atención del local;Recarga;566902.701312619;6144700.56226869
Agencia de Quinielas 80/032;Blanco Pascual 2368;23129739;Horario de atención del local;Recarga;566982.51625839;6141959.24478754
Agencia de Quinielas 81/024;Santa Lucia 4546;23096775;Horario de atención del local;Recarga;570638.886379522;6143225.36310672
Agencia de Quinielas 43/002;Av Carlos Maria Ramirez 30;23093889;Horario de atención del local;Recarga;571048.526194827;6142748.85965311
Agencia de Quinielas 56/048;Av Agraciada 4251;99833101;Horario de atención del local;Recarga;571201.816971157;6142675.47151354
Agencia de Quinielas 15/007;Av Carlos Maria Ramirez Esq. Visca;Belvedere;Horario de atención del local;Recarga;571003.791819346;6142674.23541569
Agencia de Quinielas 66/010;Santa Lucia 4413;23047576;Horario de atención del local;Recarga;570814.174828111;6143063.08927474
Agencia de Quinielas 46/014;Marmol Jose 132;98536264;Horario de atención del local;Recarga;570705.354580519;6142822.71399419
Agencia de Quinielas 64/028;Alvear 2490;22097910;Horario de atención del local;Recarga;574960.940531059;6139648.94465075
Agencia de Quinielas 73/014;Terra Dr. Jose L. 2642;22097332;Horario de atención del local;Recarga;574947.597882871;6139995.07881303
Agencia de Quinielas 52/014;Domingo Aramburu 1654;22040861;Horario de atención del local;Recarga;574775.917698636;6139631.93661642
Agencia de Quinielas 28/041;Av Gral Flores 2798;95172446;Horario de atención del local;Recarga;574976.605086802;6140334.2117584
Agencia de Quinielas 55/007;Galicia 1542;24006493;Horario de atención del local;Recarga;574579.449219982;6137851.62077214
Agencia de Quinielas 37/011;Paz La 1605;29290731;Horario de atención del local;Recarga;574686.021051133;6138023.32062305
Agencia de Quinielas 50/030;Lima 1426;29291283;Horario de atención del local;Recarga;574359.463666552;6138283.83575887
Agencia de Quinielas 75/026;Valparaiso 1294 Bis;29247271;Horario de atención del local;Recarga;574028.58342182;6137921.97248284
Agencia de Quinielas 76/007;Galicia 1460;24082276;Horario de atención del local;Recarga;574441.702327356;6137812.04023914
Agencia de Quinielas 31/004;Roldos Y Pons Jaime 3681;22156604 098671464;Horario de atención del local;Recarga;576962.947407283;6141855.44101046
Agencia de Quinielas 48/005;Rodriguez Gral. Martin 3892;22164262;Horario de atención del local;Recarga;575311.915644664;6142876.9569704
Agencia de Quinielas 85/049;San Martin Av. Gral. 3529;22099787;Horario de atención del local;Recarga;575175.516317952;6142164.29202436
Agencia de Quinielas 85/030;Revuelta Dr. Jose 3785;22168712;Horario de atención del local;Recarga;575509.517025162;6142437.47757717
Agencia de Quinielas 13/046;San Martin Av. Gral. 3753;22161095;Horario de atención del local;Recarga;575465.041668185;6142598.43459869
Agencia de Quinielas 56/042;Anaya Cno. 3014;23126697;Horario de atención del local;Recarga;562404.267410087;6145662.18395895
Agencia de Quinielas 08/038;Av Luis Batlle Berres 8557;23132671;Horario de atención del local;Recarga;563100.746483646;6146914.59350292
Agencia de Quinielas 53/017;Ideario Artiguista 1960;23126297;Horario de atención del local;Recarga;565631.610082262;6146527.87213975
Agencia de Quinielas 22/014;Av Luis Batlle Berres 7430;98400788;Horario de atención del local;Recarga;564861.688618999;6145888.3437934
Agencia de Quinielas 56/030;Zanja Reyuna 2071;23154491;Horario de atención del local;Recarga;565187.392756708;6146435.99618125
Agencia de Quinielas 08/034;Las Pitas Av. 2300 Bis;23117760;Horario de atención del local;Recarga;566727.774312293;6145064.37621818
Agencia de Quinielas 41/011;Paraguay 1675;29019660;Horario de atención del local;Recarga;573704.238129989;6137789.61923885
Agencia de Quinielas 08/039;Isla De Gaspar 2257;25067042;Horario de atención del local;Recarga;579749.516977225;6140069.96509301
Agencia de Quinielas 20/004;Anzani 1749;24802630;Horario de atención del local;Recarga;578940.652204554;6138511.74773078
Agencia de Quinielas 03/014;Guaycuru 2902;22099603;Horario de atención del local;Recarga;573919.766208057;6140718.21779109
Agencia de Quinielas 32/049;Uruguayana 3328;23097325;Horario de atención del local;Recarga;572598.945163084;6140777.91461304
Agencia de Quinielas 27/005;Uruguayana 3465;23058598;Horario de atención del local;Recarga;572329.862379293;6140998.19286723
Agencia de Quinielas 15/029;Real 4913;23088846;Horario de atención del local;Recarga;569331.317576515;6142837.64828651
El Chapita;Muñoz, Gral. Agustin 4797;23071323;Horario de atención del local;Recarga;569385.907530686;6142525.26408014
Agencia de Quinielas 15/035;Tellier, Carlos 4759;23049749;Horario de atención del local;Recarga;569507.051458263;6142539.3179171
Agencia de Quinielas 56/020;Real 4999;23044189;Horario de atención del local;Recarga;569188.32364639;6142932.99672494
Agencia de Quinielas 29/023;Emancipacion 5617;23058747;Horario de atención del local;Recarga;569061.394837506;6144760.97075543
Agencia de Quinielas 81/013;Santa Lucia 5833;23046503;Horario de atención del local;Recarga;568464.343771987;6144608.74219766
Agencia de Quinielas 56/033;Ameghino 4709;23096680;Horario de atención del local;Recarga;569702.523334744;6142638.08981347
Agencia de Quinielas 80/004;Llupes, Jose 5759;23085586;Horario de atención del local;Recarga;568617.694517307;6144499.90932689
Agencia de Quinielas 30/034;Campisteguy, Dr. Juan 2959;095559070;Horario de atención del local;Recarga;575955.579975642;6140776.30922534
Agencia de Quinielas 02/005;Gallinal, Gustavo 2234;22030238;Horario de atención del local;Recarga;576030.940794639;6140715.6839525
Agencia de Quinielas 52/010;Gallinal, Gustavo 2050;22085713;Horario de atención del local;Recarga;575619.451481025;6140693.80455912
